BI-42SD/O,2,31,44,3
BI-42SD/S/PH,2,31,44,3
BI-42SD/S/TH,2,31,44,3
BI-42SID/O,2,31,44,4
BI-42SID/S/PH,2,31,44,3
BI-42SID/S/TH,2,31,44,2
BI-42UFD/O,2,31,44,17
BI-42UFD/S/PH,2,31,44,15
BI-42UFD/S/TH,2,31,44,8
BI-42UFDID/O,2,31,44,8
BI-42UFDID/S/PH,2,31,44,8
BI-42UFDID/S/TH,2,31,44,6
BI-48S/O,2,31,50,22
BI-48S/S/PH,2,31,50,11
BI-48S/S/TH,2,31,50,8
BI-48SD/O,2,31,50,5
BI-48SD/S/PH,2,31,50,8
BI-48SD/S/TH,2,31,50,5
BI-48SID/O,2,31,50,11
BI-48SID/S/PH,2,31,50,8
BI-48SID/S/TH,2,31,50,5
DF304,3,36,36,10
DF304-LP,3,36,36,8
DF364C,3,36,42,2
DF364C-LP,3,36,42,1
DF364G,3,36,42,2
DF364G-LP,3,36,42,3
DF366,3,36,42,16
DF366-LP,3,36,42,14
DF484CG,3,36,53,2
DF484CG-LP,3,36,53,2
DF486C,3,36,53,4
DF486C-LP,3,36,53,4
DF486G,3,36,53,15
DF486G-LP,3,36,53,16
DF606CG,3,36,66,1
DF606CG-LP,3,36,66,1
DF606DG,3,36,66,1
DF606DG-LP,3,36,66,2
DO30CE/B/TH,3,32,36,1
DO30CM/B,3,32,36,1
DO30PE/S/PH,3,32,36,11
DO30PM/S/PH,3,32,36,23
DO30TE/S/TH,3,32,36,14
DO30TM/S/TH,3,32,36,7
GR304,3,36,36,12
GR304-LP,3,36,36,9
GR364C,3,36,42,2
GR364C-LP,3,36,42,1
GR364G,3,36,42,3
GR364G-LP,3,36,42,2
GR366,3,36,42,23
GR366-LP,3,36,42,14
GR484CG,3,36,53,1
GR484DG-LP,3,36,53,1
GR486C,3,36,53,2
GR486C-LP,3,36,53,2
GR486G,3,36,53,6
GR486G-LP,3,36,53,4
GR488,3,36,53,2
GR488-LP,3,36,53,3
GR606CG-LP,3,36,66,1
GR606DG-LP,3,36,66,1
IC-18FI-LH,2,31,20,9
IC-18FI-RH,2,31,20,2
IC-24FI-LH,2,31,26,10
IC-24FI-RH,2,31,26,2
IC-24R-LH,2,31,26,1
IC-24R-RH,2,31,26,4
IC-30FI-LH,2,31,32,7
IC-30FI-RH,2,31,32,3
IC-30R-LH,2,31,32,3
IC-30R-RH,2,31,32,10
IC-30RID-LH,2,31,32,2
IC-30RID-RH,2,31,32,8
IC-36FI-LH,2,31,38,1
IC-36FI-RH,2,31,38,1
IC-36R-LH,2,31,38,2
IC-36R-RH,2,31,38,6
IC-36RID-LH,2,31,38,2
IC-36RID-RH,2,31,38,4
ID-24F,4,36,28,3
ID-24FI,4,36,28,4
ID-24R,4,36,28,28
ID-27R,4,36,31,16
ID-30C,4,36,34,7
ID-30CI,4,36,34,12
ID-30F,4,36,34,4
ID-30FI,4,36,34,6
ID-30R,4,36,34,11
ID-30RP,4,36,34,3
ID-36C,4,36,40,3
ID-36CI,4,36,40,3
ID-36R,4,36,40,3
ID-36RP,4,36,40,1
IR304PE/S/PH,3,36,36,2
IR304TE/S/TH,3,36,36,2
IR365PE/S/PH,3,36,42,1
IR365TE/S/TH,3,36,42,2
IT-30CI-LH,2,31,32,6
IT-30CI-RH,2,31,32,4
IT-30CIID-LH,2,31,32,4
IT-30CIID-RH,2,31,32,2
IT-30FI-LH,2,31,32,3
IT-30R-LH,2,31,32,1
IT-30R-RH,2,31,32,1
IT-30RID-LH,2,31,32,1
IT-30RID-RH,2,31,32,1
IT-36CI-LH,2,31,38,18
IT-36CI-RH,2,31,38,16
IT-36CIID-LH,2,31,38,8
IT-36CIID-RH,2,31,38,10
IT-36R-LH,2,31,38,1
IT-36R-RH,2,31,38,1
IT-36RID-LH,2,31,38,1
IT-36RID-RH,2,31,38,1
IW-18-LH,2,31,20,3
IW-18-RH,2,31,20,2
IW-24-LH,2,31,26,4
IW-24-RH,2,31,26,3
IW-30-LH,2,31,32,4
IW-30-RH,2,31,32,8
IW-30R-LH,2,31,32,5
IW-30R-RH,2,31,32,4
MC24,6,22,28,20
MD24TE/S,6,22,28,49
MD30PE/S,5,22,34,8
MD30TE/S,5,30,34,19
MDD24TE/S/TH,3,30,28,6
MDD30CM/B/TH,3,30,34,1
MDD30PE/S/PH,3,30,34,3
MDD30PM/S/PH,3,30,34,6
MDD30TE/S/TH,3,30,34,3
MDD30TM/S/TH,3,30,34,3
MM15T/S,3,10,20,1
MS24,3,30,28,23
OG30,4,28,34,1
OG30-LP,4,28,34,1
OG36,4,28,40,2
OG36-LP,4,28,40,2
OG42,4,28,46,1
OG42-LP,4,28,46,2
SO24TE/S/TH,4,32,30,1
SO30CE/B/TH,4,32,36,1
SO30CM/B,4,32,36,4
SO30F/S,4,32,36,3
SO30PE/S/PH,4,32,36,13
SO30PM/S/PH,4,32,36,25
SO30TE/S/TH,4,32,36,24
SO30TM/S/TH,4,32,36,12
SO30U/S,4,32,36,2
SO36U/S,4,32,40,2
SRT304,6,20,37,2
SRT304-LP,6,20,37,2
SRT364C,6,20,37,3
SRT364C-LP,6,20,37,2
SRT364G,6,20,37,4
SRT364G-LP,6,20,37,2
SRT366,6,20,37,24
SRT366-LP,6,20,37,18
SRT484CG,6,20,37,1
SRT484CG-LP,6,20,37,1
SRT486C,6,20,37,2
SRT486C-LP,6,20,37,2
SRT486G,6,20,37,6
SRT486G-LP,6,20,37,5
UC-15I,4,26,19,15
UC-15IO,4,26,19,1
UC-15IP,4,26,19,21
UC-15IPO,4,26,19,1
UC-24BG/O-LH,4,26,28,12
UC-24BG/O-RH,4,26,28,15
UC-24BG/S/PH-LH,4,26,28,4
UC-24BG/S/PH-RH,4,26,28,6
UC-24BG/S/TH-LH,4,26,28,8
UC-24BG/S/TH-RH,4,26,28,12
UC-24C-LH,4,26,28,1
UC-24C-RH,4,26,28,1
UC-24CI-LH,4,26,28,6
UC-24CI-RH,4,26,28,8
UC-24R-LH,4,26,28,15
UC-24R-RH,4,26,28,16
UC-24RO/PH-LH,4,26,28,2
UC-24RO/PH-RH,4,26,28,3
UW-24/O-LH,4,26,28,5
UW-24/O-RH,4,26,28,5
UW-24/S/PH-LH,4,26,28,1
UW-24/S/PH-RH,4,26,28,2
UW-24/S/TH-LH,4,26,28,1
UW-24/S/TH-RH,4,26,28,2
UW-24FS/S/TH-RH,4,26,28,1
